Cohort_id	Trait_onto_ID	Cancer_type	Cancer_subtype	Cancer_DOID	Case_name	Case_age_group	Case_sex	Case_size	Control_name	Control_age_group	Control_sex	Control_size	Condition	Conclusion	Platform	Tissue	Type	pubmed_id
METAC_787	113	lung cancer	nan	1324	preoperative lung cancer	61.58 ± 10.67	F&M	30	control groups	60.35 ± 12.48	F&M	30	Potential biomarkers found by GC/MS analysis of preoperative lung cancer and control groups	Based on pattern recognition results and univariate analysis, we showed that levels of ten potential biomarkers in serum were significantly different in the preoperative lung cancer patients compared with healthy volunteers and/or the postoperative lung cancer patients. The levels of sphingosine, phosphorylcholine, glycerophospho-N-arachidonoyl ethanolamine, γ-linolenic acid, 9,12-octadecadienoic acid, oleic acid, and serine were significantly different in preoperative lung cancer patients compared to healthy volunteers and to postoperative lung cancer patients. For prasterone sulfate, α-hydroxyisobutyric acid, 2,3,4-trihydroxybutyric acid, the levels were statistically different in preoperative and postoperative lung cancer patients compared with the healthy volunteers.	GC/MS	Serum	case vs.control group	25293627
METAC_788	114	lung cancer	nan	1324	postoperative lung cancer	61.58 ± 10.67	F&M	30	preoperative lung cancer	61.58 ± 10.67	F&M	30	Potential biomarkers found by GC/MS analysis of preoperative lung cancer and postoperative lung cancer samples	Based on pattern recognition results and univariate analysis, we showed that levels of ten potential biomarkers in serum were significantly different in the preoperative lung cancer patients compared with healthy volunteers and/or the postoperative lung cancer patients. The levels of sphingosine, phosphorylcholine, glycerophospho-N-arachidonoyl ethanolamine, γ-linolenic acid, 9,12-octadecadienoic acid, oleic acid, and serine were significantly different in preoperative lung cancer patients compared to healthy volunteers and to postoperative lung cancer patients. For prasterone sulfate, α-hydroxyisobutyric acid, 2,3,4-trihydroxybutyric acid, the levels were statistically different in preoperative and postoperative lung cancer patients compared with the healthy volunteers.	GC/MS	Serum	case vs.control group	25293627
METAC_789	114	lung cancer	nan	1324	postoperative lung cancer	61.58 ± 10.67	F&M	30	control groups	60.35 ± 12.48	F&M	30	Potential biomarkers found by GC/MS analysis of postoperative lung cancer and control groups	Based on pattern recognition results and univariate analysis, we showed that levels of ten potential biomarkers in serum were significantly different in the preoperative lung cancer patients compared with healthy volunteers and/or the postoperative lung cancer patients. The levels of sphingosine, phosphorylcholine, glycerophospho-N-arachidonoyl ethanolamine, γ-linolenic acid, 9,12-octadecadienoic acid, oleic acid, and serine were significantly different in preoperative lung cancer patients compared to healthy volunteers and to postoperative lung cancer patients. For prasterone sulfate, α-hydroxyisobutyric acid, 2,3,4-trihydroxybutyric acid, the levels were statistically different in preoperative and postoperative lung cancer patients compared with the healthy volunteers.	GC/MS	Serum	case vs.control group	25293627
METAC_790	46	colorectal cancer	nan	9256	colorectal cancer (CRC) patients	58	F&M	66	healthy controls	57	F&M	92	Differential metabolites between colorectal cancer (CRC) patients and healthy controls.	42 of these metabolites showed statistical significance between CRC patients and healthy controls	LC-MS	Serum	case vs.control group	25126899
METAC_791	46	colorectal cancer	nan	9256	colorectal cancer (CRC) patients	58	F&M	66	polyp patients	56	F&M	76	Differential metabolites between colorectal cancer (CRC) patients and polyp patients.	48 showed statistically significant differences between CRC and polyp patients	LC-MS	Serum	case vs.control group	25126899
METAC_792	46	colorectal cancer	nan	9256	colorectal cancer (CRC) patients	57 (31-79)	F&M	85	adjacent normal controls	57 (31-79)	F&M	85	Identified differential metabolites between colorectal cancer (CRC) patients and adjacent normal controls.	nan	GC-TOF-MS	Colorectal tissue	case vs.control group	24526730
METAC_793	46	colorectal cancer	nan	9256	colorectal cancer (CRC) patients	61 (34-84)	F&M	65	adjacent normal controls	61 (34-84)	F&M	65	Identified differential metabolites between colorectal cancer (CRC) patients and adjacent normal controls.	nan	GC-TOF-MS	Colorectal tissue	case vs.control group	24526730
METAC_794	46	colorectal cancer	nan	9256	colorectal cancer (CRC) patients	61 (40-75)	F&M	23	adjacent normal controls	61 (40-75)	F&M	23	Identified differential metabolites between colorectal cancer (CRC) patients and adjacent normal controls.	nan	GC-TOF-MS	Colorectal tissue	case vs.control group	24526730
METAC_795	46	colorectal cancer	nan	9256	colorectal cancer (CRC) patients	59 (35-81)	F&M	20	adjacent normal controls	59 (35-81)	F&M	20	Identified differential metabolites between colorectal cancer (CRC) patients and adjacent normal controls.	nan	GC-TOF-MS	Colorectal tissue	case vs.control group	24526730
METAC_796	46	colorectal cancer	nan	9256	colorectal cancer (CRC) patients	64.5 ± 8.2	F&M	11	healthy subjects	57.4 ± 10.1	F&M	10	Fecal marker metabolites differentiating colorectal cancer (CRC) patients and healthy subjects.	All 3 identified metabolites were found at lower levels in the feces of CRC patients compared with healthy subjects.	GC-TOF-MS	Stool	case vs.control group	24424155
METAC_797	46	colorectal cancer	nan	9256	colorectal cancer (CRC) tumor mucosae	66.4 ± 8.7	F&M	8	colorectal cancer (CRC) normal mucosae	66.4 ± 8.7	F&M	8	Tissue marker metabolites differentiating colorectal cancer (CRC) tumor and matched normal mucosae.	Glucose, galactose, 3-phosphoglycerate, citric acid, inosine, and creatinine were reduced while uracil, uridine, and proline were elevated in the tumor tissue compared with matched normal mucosae	GC-TOF-MS	Mucosa	case vs.control group	24424155
METAC_798	46	colorectal cancer	nan	9256	colorectal cancer (CRC) patients	63.7 ± 17.7	F&M	11	healthy individuals	40.7 ± 14.6	F&M	10	Candidate stool metabolites identified from GC-MS chromatograms that differ between colorectal cancer (CRC) and healthy individuals.	acetic and valeric acids were significantly higher in stool samples from CRC patients (p<0.0001 and p = 0.024 respectively) while butyric acid was significantly higher in the feces of healthy individuals	GC/MS	Stool	case vs.control group	23940645
METAC_799	46	colorectal cancer	nan	9256	colorectal cancer (CRC) patients	60.1 (24-82)	F&M	62	healthy controls	59.4 (31-75)	F&M	62	Differential Serum Metabolites between colorectal cancer (CRC) Patients and Healthy Controls.	A panel of serum metabolite markers is of great potential as a noninvasive diagnostic method for the detection of CRC.	GC-TOF-MS	Serum	case vs.control group	23675754
METAC_800	46	colorectal cancer	nan	9256	colorectal cancer group	37-87	F&M	20	control group	50-86	F&M	14	Different metabolites identified in normal control group and colorectal cancer group.	Among the metabolites, the lactic acid, arginine, isoleucine, leucine, and valine were significantly upregulated, while the citric acid, histidine, methionine, serine, aspartate, malic acid, and succinate were remarkably downregulated in CRC compared to the normal control subjects (P < 0.01).	CE-ESI-MS	Urine	case vs.control group	23243419
METAC_801	52	colorectal cancer	nan	9256	advanced group	39-80	F&M	12	early stage group	37-87	F&M	8	Different metabolites identified in early stage group and advanced group.	The levels of valine and isoleucine were lower in advanced stage colorectal cancer group than the early colorectal cancer group.	CE-ESI-MS	Urine	case vs.control group	23243419
METAC_802	46	colorectal cancer	nan	9256	colorectal cancer (CRC) patients	67.7	F&M	60	healthy individuals	64.5	F&M	60	The sensitivity and specificity of the metabolites whose levels differed significantly between the colorectal cancer patients and healthy volunteers.	27 metabolites were selected as biomarker candidates	GC/MS	Serum	case vs.control group	22792336
METAC_803	46	colorectal cancer	nan	9256	colorectal cancer (CRC) Patient Group				Healthy Adult Group				Endogenous Serum Metabolites of the Healthy Adult Group and colorectal cancer (CRC) Patient Group as Measured by GC-MS.	6 metabolites were selected and confirmed as potential biomarkers	GC/MS	Serum	case vs.control group	22395091
METAC_804	46	colorectal cancer	nan	9256	Fetus Group				Healthy Adult Group				Endogenous Serum Metabolites of the Healthy Adult Group and Fetus Group as Measured by GC-MS.	the similar metabolic patterns between CRC and fetus serum represent shared metabolic regulatory pathways in tumorigenesis and embryogenesis	GC/MS	Serum	case vs.control group	22395091
METAC_805	46	colorectal cancer	nan	9256	colorectal cancer (CRC) patients	59 (24−83)	F&M	61	healthy controls	60 (31−75)	F&M	62	Representative Differential Metabolites Contributed for the Separation between the colorectal cancer (CRC) Patients and the Healthy Controls Derived from UPLC-QTOFMS and GC-TOFMS Analysis	A panel of 35 metabolites with VIP threshold (VIP > 1) from the training set and p-value (p < 0.001) were selected as metabolite markers	UPLC-QTOF-MS; GC-TOFMS	Urine	case vs.control group	22148915
METAC_806	113	lung cancer	nan	1324	Lung cancer		F&M	23	Healthy control		F&M	23	Potential biomarkers for lung cancer patients compare with healthy controls	In total, 27 differential metabolites were identified, which were mostly related to the perturbation of lipid metabolism, including choline, free fatty acids, lysophosphatidylcholines, etc.	UPLC/Q-TOF MS	Serum	case vs.control group	24856296
METAC_807	145	lung cancer	non-small cell lung cancer	1324	non-small cell lung cancer	38-74	F&M	20	healthy volunteers	35-66	F&M	20	Qualitative identification results of differential urine metabolites of non-small cell lung cancer (NSCLC)	Twenty differential metabolites were identified based on standard compounds or tandem mass spectrometry fragments. Among them, some medium-/long-chain acylcarnitines, for example, cis-3,4-methylene heptanoylcarnitine, were found to be downregulated while carnitine was upregulated in urine samples from the cancer group compared to the control group.	UHPLC-Q-TOF	Urine	case vs.control group	24771673
METAC_808	113	lung cancer	ADC, SCC, NSCLC	1324	Lung cancer	66.2	F&M	469	Healthy control	66.6	F&M	536	Association of top four metabolites with lung cancer diagnosis in the training set in all cases .	Creatine riboside was the strongest classifier of lung cancer status in all and stage I-II cases, important for early detection of lung cancer	UPLC-ESI-QTOFMS	Urine	case vs.control group	24736543
METAC_809	6	lung cancer	ADC, SCC, NSCLC	1324	stages I–II lung cancer		F&M	213	Healthy control	66.6	F&M	536	Association of top four metabolites with lung cancer diagnosis in the training set in cases of stages I-II.	Creatine riboside was the strongest classifier of lung cancer status in all and stage I-II cases, important for early detection of lung cancer	UPLC-ESI-QTOFMS	Urine	case vs.control group	24736543
METAC_810	113	lung cancer	non-small cell lung cancer (NSCLC), small cell lung cancer (SCLC)	1324	Malignant group (NSCLC/SCLC)	73 (53-85)	F&M	20	Benign group (tuberculous pleurisy/pneumonia)	63.6 (44-86)	F&M	20	metabolites found in pleural effusions with significant difference between lung cancer and benign groups	5 compounds including cyclohexanone and 2-ethyl-1-hexanol were found to be statistically different (Student's t-test, P<0.05) between the two groups by statistical analysis based on the peak areas of all identified metabolites. Among them, cyclohexanone and 2-ethyl-1-hexanol might be considered as candidate biomarkers of lung cancer to differentiate malignant from benign effusions.	GC/MS	Pleural effusion	case vs.control group	24321761
METAC_811	113	lung cancer	small cell lung cancer (SCLC), non- small cell lung cancer (NSCLC)	1324	lung adenocarcinoma 	63 (40-81)	F&M	31	healthy persons	37 (29-50)	F&M	28	Plasma metabolites derived from GC-MS and LC-MS contributing to the discrimination between patients with lung adenocarcinoma and healthy persons	The OPLS-DA models derived from both GC-MS and LC-MS showed significant discriminations in metabolic profiles between cases and healthy controls. It was found that around 37 metabolites contributed to the differences. The alterations of these metabolites implied disturbances in amino acids, lipids, fatty acids and glutaminolysis metabolism in human lung adenocarcinoma.	GC-MS;LC-MS	Plasma	case vs.control group	23857124
